Municipios;Sexo;Periodo;Total
46250 València;Mujeres;2020;22,59
46250 València;Mujeres;2019;22,7
46250 València;Mujeres;2018;22,76
46250 València;Mujeres;2017;22,63
46250 València;Mujeres;2016;22,55
46250 València;Mujeres;2015;22,38
46250 València;Mujeres;2014;22,29
47186 Valladolid;Ambos sexos;2021;21,38
47186 Valladolid;Ambos sexos;2020;21,5
47186 Valladolid;Ambos sexos;2019;21,51
47186 Valladolid;Ambos sexos;2018;21,85
47186 Valladolid;Ambos sexos;2017;21,7
47186 Valladolid;Ambos sexos;2016;21,48
47186 Valladolid;Ambos sexos;2015;21,44
47186 Valladolid;Ambos sexos;2014;21,47
47186 Valladolid;Hombres;2021;19,01
47186 Valladolid;Hombres;2020;19,17
47186 Valladolid;Hombres;2019;19,34
47186 Valladolid;Hombres;2018;19,74
47186 Valladolid;Hombres;2017;19,52
47186 Valladolid;Hombres;2016;19,19
47186 Valladolid;Hombres;2015;19,12
47186 Valladolid;Hombres;2014;19,19
47186 Valladolid;Mujeres;2021;23,43
47186 Valladolid;Mujeres;2020;23,51
47186 Valladolid;Mujeres;2019;23,35
47186 Valladolid;Mujeres;2018;23,62
47186 Valladolid;Mujeres;2017;23,53
47186 Valladolid;Mujeres;2016;23,44
47186 Valladolid;Mujeres;2015;23,4
47186 Valladolid;Mujeres;2014;23,39
29094 Vélez-Málaga;Ambos sexos;2021;19,31
29094 Vélez-Málaga;Ambos sexos;2020;19,48
29094 Vélez-Málaga;Ambos sexos;2019;19,48
29094 Vélez-Málaga;Ambos sexos;2018;19,63
29094 Vélez-Málaga;Ambos sexos;2017;19,34
29094 Vélez-Málaga;Ambos sexos;2016;19,08
29094 Vélez-Málaga;Ambos sexos;2015;18,79
29094 Vélez-Málaga;Ambos sexos;2014;18,55
29094 Vélez-Málaga;Hombres;2021;17,64
29094 Vélez-Málaga;Hombres;2020;17,86
29094 Vélez-Málaga;Hombres;2019;17,82
29094 Vélez-Málaga;Hombres;2018;18,03
29094 Vélez-Málaga;Hombres;2017;17,51
29094 Vélez-Málaga;Hombres;2016;17,5
29094 Vélez-Málaga;Hombres;2015;17,03
29094 Vélez-Málaga;Hombres;2014;16,71
29094 Vélez-Málaga;Mujeres;2021;20,89
29094 Vélez-Málaga;Mujeres;2020;20,99
29094 Vélez-Málaga;Mujeres;2019;21,04
29094 Vélez-Málaga;Mujeres;2018;21,11
29094 Vélez-Málaga;Mujeres;2017;21,07
29094 Vélez-Málaga;Mujeres;2016;20,54
29094 Vélez-Málaga;Mujeres;2015;20,42
29094 Vélez-Málaga;Mujeres;2014;20,27
36057 Vigo;Ambos sexos;2021;21,79
36057 Vigo;Ambos sexos;2020;21,83
36057 Vigo;Ambos sexos;2019;21,71
36057 Vigo;Ambos sexos;2018;21,65
36057 Vigo;Ambos sexos;2017;21,38
36057 Vigo;Ambos sexos;2016;21,32
36057 Vigo;Ambos sexos;2015;21,24
36057 Vigo;Ambos sexos;2014;21,27
36057 Vigo;Hombres;2021;19,43
36057 Vigo;Hombres;2020;19,46
36057 Vigo;Hombres;2019;19,48
36057 Vigo;Hombres;2018;19,36
36057 Vigo;Hombres;2017;19,08
36057 Vigo;Hombres;2016;19,03
36057 Vigo;Hombres;2015;18,97
36057 Vigo;Hombres;2014;18,9
36057 Vigo;Mujeres;2021;23,71
36057 Vigo;Mujeres;2020;23,76
36057 Vigo;Mujeres;2019;23,51
36057 Vigo;Mujeres;2018;23,52
36057 Vigo;Mujeres;2017;23,27
36057 Vigo;Mujeres;2016;23,19
36057 Vigo;Mujeres;2015;23,06
36057 Vigo;Mujeres;2014;23,16
08301 Viladecans;Ambos sexos;2021;20,87
08301 Viladecans;Ambos sexos;2020;20,59
08301 Viladecans;Ambos sexos;2019;20,24
08301 Viladecans;Ambos sexos;2018;20,78
08301 Viladecans;Ambos sexos;2017;20,92
08301 Viladecans;Ambos sexos;2016;21,06
08301 Viladecans;Ambos sexos;2015;20,87
08301 Viladecans;Ambos sexos;2014;20,68
08301 Viladecans;Hombres;2021;18,65
08301 Viladecans;Hombres;2020;18,48
08301 Viladecans;Hombres;2019;18,01
08301 Viladecans;Hombres;2018;18,61
08301 Viladecans;Hombres;2017;18,72
08301 Viladecans;Hombres;2016;19,15
08301 Viladecans;Hombres;2015;18,98
08301 Viladecans;Hombres;2014;18,83
08301 Viladecans;Mujeres;2021;22,9
08301 Viladecans;Mujeres;2020;22,49
08301 Viladecans;Mujeres;2019;22,32
08301 Viladecans;Mujeres;2018;22,83
08301 Viladecans;Mujeres;2017;23,05
08301 Viladecans;Mujeres;2016;22,81
08301 Viladecans;Mujeres;2015;22,56
08301 Viladecans;Mujeres;2014;22,32
08307 Vilanova i la Geltrú;Ambos sexos;2021;20,65
08307 Vilanova i la Geltrú;Ambos sexos;2020;20,68
08307 Vilanova i la Geltrú;Ambos sexos;2019;20,45
08307 Vilanova i la Geltrú;Ambos sexos;2018;20,3
08307 Vilanova i la Geltrú;Ambos sexos;2017;20,19
08307 Vilanova i la Geltrú;Ambos sexos;2016;20,41
08307 Vilanova i la Geltrú;Ambos sexos;2015;20,78
08307 Vilanova i la Geltrú;Ambos sexos;2014;20,75
08307 Vilanova i la Geltrú;Hombres;2021;18,99
08307 Vilanova i la Geltrú;Hombres;2020;18,83
08307 Vilanova i la Geltrú;Hombres;2019;18,29
08307 Vilanova i la Geltrú;Hombres;2018;17,92
08307 Vilanova i la Geltrú;Hombres;2017;18,01
08307 Vilanova i la Geltrú;Hombres;2016;18,29
08307 Vilanova i la Geltrú;Hombres;2015;18,83
08307 Vilanova i la Geltrú;Hombres;2014;18,68
08307 Vilanova i la Geltrú;Mujeres;2021;22,07
08307 Vilanova i la Geltrú;Mujeres;2020;22,31
08307 Vilanova i la Geltrú;Mujeres;2019;22,39
08307 Vilanova i la Geltrú;Mujeres;2018;22,48
08307 Vilanova i la Geltrú;Mujeres;2017;22,15
08307 Vilanova i la Geltrú;Mujeres;2016;22,3
08307 Vilanova i la Geltrú;Mujeres;2015;22,5
08307 Vilanova i la Geltrú;Mujeres;2014;22,6
12135 Vila-real;Ambos sexos;2021;19,74
12135 Vila-real;Ambos sexos;2020;19,68
12135 Vila-real;Ambos sexos;2019;19,72
12135 Vila-real;Ambos sexos;2018;19,89
12135 Vila-real;Ambos sexos;2017;20,04
12135 Vila-real;Ambos sexos;2016;19,82
12135 Vila-real;Ambos sexos;2015;19,38
12135 Vila-real;Ambos sexos;2014;19,53
12135 Vila-real;Hombres;2021;17,65
12135 Vila-real;Hombres;2020;17,72
12135 Vila-real;Hombres;2019;17,7
12135 Vila-real;Hombres;2018;17,92
12135 Vila-real;Hombres;2017;17,95
12135 Vila-real;Hombres;2016;17,68
12135 Vila-real;Hombres;2015;17,43
12135 Vila-real;Hombres;2014;17,64
12135 Vila-real;Mujeres;2021;21,69
12135 Vila-real;Mujeres;2020;21,49
12135 Vila-real;Mujeres;2019;21,56
12135 Vila-real;Mujeres;2018;21,66
12135 Vila-real;Mujeres;2017;21,93
12135 Vila-real;Mujeres;2016;21,75
12135 Vila-real;Mujeres;2015;21,11
12135 Vila-real;Mujeres;2014;21,22
01059 Vitoria-Gasteiz;Ambos sexos;2021;21,91
01059 Vitoria-Gasteiz;Ambos sexos;2020;22,07
01059 Vitoria-Gasteiz;Ambos sexos;2019;22,09
01059 Vitoria-Gasteiz;Ambos sexos;2018;22,13
01059 Vitoria-Gasteiz;Ambos sexos;2017;21,95
01059 Vitoria-Gasteiz;Ambos sexos;2016;21,68
01059 Vitoria-Gasteiz;Ambos sexos;2015;21,83
01059 Vitoria-Gasteiz;Ambos sexos;2014;21,7
01059 Vitoria-Gasteiz;Hombres;2021;19,55
01059 Vitoria-Gasteiz;Hombres;2020;19,77
01059 Vitoria-Gasteiz;Hombres;2019;19,88
01059 Vitoria-Gasteiz;Hombres;2018;19,97
01059 Vitoria-Gasteiz;Hombres;2017;19,72
01059 Vitoria-Gasteiz;Hombres;2016;19,49
01059 Vitoria-Gasteiz;Hombres;2015;19,74
01059 Vitoria-Gasteiz;Hombres;2014;19,6
01059 Vitoria-Gasteiz;Mujeres;2021;24,1
01059 Vitoria-Gasteiz;Mujeres;2020;24,2
01059 Vitoria-Gasteiz;Mujeres;2019;24,11
01059 Vitoria-Gasteiz;Mujeres;2018;24,1
01059 Vitoria-Gasteiz;Mujeres;2017;23,98
01059 Vitoria-Gasteiz;Mujeres;2016;23,68
01059 Vitoria-Gasteiz;Mujeres;2015;23,71
01059 Vitoria-Gasteiz;Mujeres;2014;23,59
49275 Zamora;Ambos sexos;2021;21,47
49275 Zamora;Ambos sexos;2020;21,57
49275 Zamora;Ambos sexos;2019;21,47
49275 Zamora;Ambos sexos;2018;21,71
49275 Zamora;Ambos sexos;2017;21,37
49275 Zamora;Ambos sexos;2016;21,48
49275 Zamora;Ambos sexos;2015;21,45
49275 Zamora;Ambos sexos;2014;21,69
49275 Zamora;Hombres;2021;19,25
49275 Zamora;Hombres;2020;19,35
49275 Zamora;Hombres;2019;19,06
49275 Zamora;Hombres;2018;19,38
49275 Zamora;Hombres;2017;18,98
49275 Zamora;Hombres;2016;19,35
49275 Zamora;Hombres;2015;19,41
49275 Zamora;Hombres;2014;19,71
49275 Zamora;Mujeres;2021;23,34
49275 Zamora;Mujeres;2020;23,46
49275 Zamora;Mujeres;2019;23,55
49275 Zamora;Mujeres;2018;23,72
49275 Zamora;Mujeres;2017;23,43
49275 Zamora;Mujeres;2016;23,27
49275 Zamora;Mujeres;2015;23,13
49275 Zamora;Mujeres;2014;23,3
50297 Zaragoza;Ambos sexos;2021;20,84
50297 Zaragoza;Ambos sexos;2020;20,92
50297 Zaragoza;Ambos sexos;2019;20,99
50297 Zaragoza;Ambos sexos;2018;21,29
50297 Zaragoza;Ambos sexos;2017;21,2
50297 Zaragoza;Ambos sexos;2016;21,06
50297 Zaragoza;Ambos sexos;2015;20,9
50297 Zaragoza;Ambos sexos;2014;20,81
50297 Zaragoza;Hombres;2021;18,6
50297 Zaragoza;Hombres;2020;18,69
50297 Zaragoza;Hombres;2019;18,81
50297 Zaragoza;Hombres;2018;19,06
50297 Zaragoza;Hombres;2017;18,92
50297 Zaragoza;Hombres;2016;18,72
50297 Zaragoza;Hombres;2015;18,59
50297 Zaragoza;Hombres;2014;18,55
50297 Zaragoza;Mujeres;2021;22,76
50297 Zaragoza;Mujeres;2020;22,84
50297 Zaragoza;Mujeres;2019;22,84
50297 Zaragoza;Mujeres;2018;23,16
50297 Zaragoza;Mujeres;2017;23,14
50297 Zaragoza;Mujeres;2016;23,05
50297 Zaragoza;Mujeres;2015;22,86
50297 Zaragoza;Mujeres;2014;22,73
